Tema 32;El contenido del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible previsto en el Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial fue modificado por:;B;Por la Ley Orgánica 19/2008.;Por la Ley 18/2009.;Por la Ley 12/2007.;Por Real Decreto Ley 12/2007.;;;
Tema 32;En el caso de que la dimensión menor de la carga indivisible sea superior al ancho en los vehículos destinados exclusivamente al transporte de mercancías, podrá sobresalir:;B;Hasta 0,40 metros del ancho total, siempre que el ancho total no sea superior a 2,55 metros.;Hasta 0,40 metros por cada lateral, siempre que el ancho total no sea superior a 2,55 metros.;Hasta 0,40 metros por cada lateral, siempre que el ancho total no sea superior a 2,60 metros.;Hasta 0,25 metros por cada lateral, siempre que el ancho total no sea superior a 2,55 metros.;;;
Tema 32;En los vehículos no destinados exclusivamente al transporte de mercancías la carga podrá sobresalir:;D;Por la parte posterior hasta un 15 por 100 de su longitud, y si fuera indivisible, un 10 por 100.;Por la parte posterior hasta un 12 por 100 de su longitud, y si fuera indivisible, un 15 por 100.;Por la parte posterior hasta un 10 por 100 de su longitud, y si fuera indivisible, un 10 por 100.;Por la parte posterior hasta un 10 por 100 de su longitud, y si fuera indivisible, un 15 por 100.;;;
Tema 32;Haciendo alusión a las dimensiones de la carga en los vehículos de anchura inferior a un metro la carga no deberá sobresalir lateralmente:;B;Más de 1,50 metros a cada lado de su eje longitudinal. No podrá sobresalir por la extremidad anterior, ni más de 0,25 metros por la posterior. ;Más de 0,50 metros a cada lado de su eje longitudinal. No podrá sobresalir por la extremidad anterior, ni más de 0,25 metros por la posterior.;Más de 0,50 metros a cada lado de su eje longitudinal. No podrá sobresalir por la extremidad anterior, ni más de 0,35 metros por la posterior.;Más de 1,50 metros a cada lado de su eje longitudinal. No podrá sobresalir por la extremidad anterior, ni más de 1,25 metros por la posterior.;;;
Tema 32;¿Cuántos paneles de la señalización deben ir colocados en la parte trasera del vehículo cuando la carga exceda de los límites establecidos:;A;Uno o dos paneles en función de por dónde sobresalga la carga.;Uno en todo caso.;Dos en todos los casos.;Uno o dos indistintamente de por dónde sobresalga la carga.;;;
Tema 32;Respecto a la carga es cierto que:;C;Cuando el vehículo circule entre la puesta y la salida del sol o bajo condiciones meteorológicas o ambientales que disminuyan sensiblemente la visibilidad, la carga deberá ir señalizada, además, con una luz roja.;Cuando la carga sobresalga por delante, la señalización deberá hacerse por medio de una luz blanca.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 32; Las cargas que sobresalgan lateralmente del gálibo del vehículo, de tal manera que su extremidad lateral se encuentre a más de 0,40 metros del borde exterior de la luz delantera o trasera de posición del vehículo, deberán estar entre la puesta y la salida del sol, así como cuando existan condiciones meteorológicas o ambientales que disminuyan sensiblemente la visibilidad, respectivamente, señalizadas, en cada una de sus extremidades laterales, hacia adelante:;A;Por medio de una luz blanca y un dispositivo reflectante de color blanco, y hacia atrás, por medio de una luz roja y de un dispositivo reflectante de color rojo.;Por medio de una luz blanca o amarilla y un dispositivo reflectante de color rojo, y hacia atrás, por medio de una luz roja y de un dispositivo reflectante de color blanco o amarillo.;Por medio de una luz amarilla y un dispositivo reflectante de color blanco, y hacia atrás, por medio de una luz roja o naranja y de un dispositivo reflectante de color rojo o naranja.;Por medio de una luz blanca y un dispositivo antirreflectante de color blanco, y hacia atrás, por medio de una luz roja y de un dispositivo antirreflectante de color rojo.;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Arrojar a la vía o en sus inmediaciones cualquier objeto que pueda dar lugar a la producción de incendios o, en general, poner en peligro la seguridad vial constituye a los efectos de esta norma infracción:;A;Grave;Leve;Muy grave;Leve o grave en función del tipo de infracción;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Las reformas de importancia:;C;Se encuentran reguladas en el artículo 5;Se encuentran reguladas en el artículo 9;Se encuentran reguladas en el artículo 7;Se encuentran reguladas en el artículo 8;;;
Tema 32;"Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. De acuerdo con el artículo 9""A efectos de cómputo del número de personas transportadas en los vehículos autorizados para transporte escolar y de menores, se estará a lo establecido en la normativa específica sobre la materia. Las infracciones a este precepto en cuanto impliquen una ocupación excesiva del vehículo que suponga aumentar en un 50 por ciento el número de plazas autorizadas, excluida la del conductor, con excepción de los autobuses de líneas urbanas e interurbanas, tendrán la consideración de:""";A;Muy graves y se procederá a la inmovilización del vehículo por los agentes de la autoridad, que lo mantendrán inmovilizado mientras subsista la causa de la infracción;Graves;Leves;Graves y se podrá proceder a la inmovilización del vehículo por los agentes de la autoridad, que lo mantendrán inmovilizado mientras subsista la causa de la infracción;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. En los vehículos destinados al servicio público de transporte colectivo de personas se prohíbe a los viajeros:;D;Distraer al conductor durante la marcha del vehículo.;Entrar o salir del vehículo por lugares distintos a los destinados, respectivamente, a estos fines.;Entrar en el vehículo cuando se haya hecho la advertencia de que está completo.;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación.;D;Dificultar innecesariamente el paso en los lugares destinados al tránsito de personas;Llevar consigo cualquier animal, salvo que exista en el vehículo lugar destinado para su transporte. Se exceptúan de esta prohibición, siempre bajo su responsabilidad, a los invidentes acompañados de perros, especialmente adiestrados como lazarillos;Llevar materias u objetos peligrosos en condiciones distintas de las establecidas en la regulación específica sobre la materia;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Respecto a este precepto: Arrojar, depositar o abandonar sobre la vía objetos o materias que puedan deteriorar aquella o sus instalaciones. ¿sabría decir qué tipo de infracción lleva aparejada y la sanción a imponer?;C;Grave siendo la cantidad a imponer 200 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Leve siendo la cantidad a imponer 80 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Leve siendo la cantidad a imponer 80 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;Grave siendo la cantidad a imponer 200 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Respecto a este precepto: Instalar en la vía algún aparato, instalación o construcción, aunque sea con carácter provisional o temporal, que pueda entorpecer la circulación ¿sabría decir qué tipo de infracción lleva aparejada y la sanción a imponer?;B;Muy grave siendo la cantidad a imponer 200 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Leve siendo la cantidad a imponer 80 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;Grave siendo la cantidad a imponer 80 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Muy grave siendo la cantidad a imponer 3000 euros sin posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. No se consideran obstáculos en la calzada siempre que cumplan con la regulación básica establecida al efecto por el Ministerio de Fomento:;C;Los resaltos en los pasos para peatones;Las bandas transversales;Las respuestas a) y b) son acertadas;Las respuestas a) y b) son erróneas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Respecto a este precepto: Arrojar sobre la vía objetos o materias que hacen peligrosa la libre circulación, parada o estacionamiento ¿sabría decir qué tipo de infracción lleva aparejada y la sanción a imponer?;C;Grave siendo la cantidad a imponer 200 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Muy grave siendo la cantidad a imponer 500 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días hábiles a contar desde el siguiente a la notificación;Grave siendo la cantidad a imponer 200 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;Muy grave siendo la cantidad a imponer 500 euros con posibilidad de aplicar el descuento del cincuenta por ciento durante los primeros veinte días naturales a contar desde el siguiente a la notificación;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Completa la siguiente frase: Para advertir la presencia en la vía de cualquier obstáculo o peligro creado, el causante de éste deberá señalizarlo de forma eficaz, tanto de día como de noche, de conformidad con lo dispuesto en...;A;Los artículos 130.3, 140 y 173;Los artículos 130,3, 142 y 172;Los artículos 112.3, 141 y 172;Los artículos 30.3, 140 y 171;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normativa que regula de acuerdo con el artículo 5 los servicios de auxilio en las vías públicas:;A;Real Decreto 159/2021, de 16 de marzo;Real Decreto 265/2021, de 13 de abril;Las respuestas a) y b) son acertadas;Las respuestas a) y b) son erróneas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Completa la siguiente frase: La actuación de los equipos de los servicios de urgencia, así como la de los de asistencia mecánica y de conservación de carreteras, deberá procurar en todo momento la menor afectación posible sobre el resto de la circulación, ocupando el mínimo posible de la calzada y siguiendo en todo momento las instrucciones que imparta...;D;El organismo autónomo Jefatura Central de Tráfico;La autoridad autonómica;La autoridad local responsable de la regulación del tráfico o sus agentes;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. El comportamiento de los conductores y usuarios en caso de emergencia se ajustará a lo establecido en los artículos;D;49, 129 y 130;69,149 y 130;69,129 y 140;69, 129 y 130;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. El comportamiento en particular de los conductores en caso de emergencia se ajustará a lo dispuesto:;C;67,68, 109 y 112;61,68, 111 y 112;67,68, 111 y 112;63,69, 110 y 112;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Completa la siguiente frase: Los supuestos de parada o estacionamiento en lugares distintos de los fijados por los agentes de la autoridad responsable del tráfico tendrán la consideración de infracción...;C;Leve;Muy grave;Grave;Leve o grave en función del tipo de infracción;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Completa la siguiente frase: Los conductores deberán estar en todo momento en condiciones de controlar sus vehículos o animales. Al aproximarse a otros usuarios de la via, deberán adoptar las precauciones necesarias para su seguridad, especialmente cuando se trate de...;D;Niños;Ancianos;Invidentes u otras personas manifiestamente impedidas;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Completa la siguiente frase: A los conductores de caballerías, ganados y vehículos de carga de tracción animal les está prohibido...;D;Llevarlos corriendo por la vía en las inmediaciones de otros de la misma especie o de las personas que van a pie;Abandonar su conducción, dejándoles marchar libremente por el camino o detenerse en él;Las respuestas a) y b) son erróneas;Las respuestas a) y b) son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Se considera incompatible con la obligatoria atención permanente a la conducción el uso por el conductor con el vehículo en movimiento de dispositivos tales como....;D;Pantallas con acceso a internet;Monitores de televisión;Reproductores de vídeo o DVD;Todas las respuestas son acertadas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Señale la respuesta acertada...;A;Queda prohibido conducir y utilizar cascos de audio o auriculares conectados a aparatos receptores o reproductores de sonido;Es una excepción al apartado anterior durante la correspondiente enseñanza y la realización de las pruebas de aptitud en circuito cerrado para la obtención del permiso de conducción de motocicletas de dos ruedas cuando así lo exija el Reglamento General de Conductores;Las respuestas a) y b) son acertadas;Las respuestas a) y b) son erróneas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Se prohíbe la utilización durante la conducción de dispositivos de telefonía móvil y cualquier otro medio o sistema de comunicación, excepto cuando el desarrollo de la comunicación tenga lugar sin emplear las manos ni usar cascos, auriculares o instrumentos similares ¿Cuál es la excepción a este precepto?;B;Únicamente los agentes encargados de la vigilancia del tráfico en todo momento;Los agentes de la autoridad en el ejercicio de las funciones que tengan encomendadas.;Los agentes de la autoridad, en cualquier caso;Todas las respuestas son erróneas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Se prohíbe que en los vehículos se instalen mecanismos o sistemas, se lleven instrumentos o se acondicionen de forma encaminada a eludir la vigilancia de los agentes de tráfico, o que se emitan o hagan señales con dicha finalidad, así como la utilización de mecanismos de detección de radar. Este hecho constituye una infracción:;C;Muy grave con sanción de 6.000 euros y 6 puntos;Grave con sanción de 500 euros y 6 puntos;Grave con sanción de 200 euros y tres puntos;Muy grave con sanción de 3.000 euros sin descuento;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. A colación de lo previsto en el artículo 18 y, de acuerdo con el Anexo II del Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial, la infracción consistente en utilizar, sujetando con la mano, dispositivos de telefonía móvil mientras se conduce lleva aparejada la detracción de:;C;3 puntos;4 puntos;6 puntos;2 puntos;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. El artículo 19 refiere respecto a las láminas adhesivas que su utilización se permitirá en las condiciones establecidas en la reglamentación de vehículos ¿Qué norma reglamentaria regula este aspecto?;A;Orden ITC/1992/2010, de 14 de julio, por la que se determinan las condiciones técnicas que deben cumplir las láminas de material plástico destinadas a ser adheridas a los vidrios de seguridad y materiales para acristalamiento de los vehículos en servicio;Orden INT/1990/2010, de 14 de julio, por la que se determinan las condiciones técnicas que deben cumplir las láminas de material plástico destinadas a ser adheridas a los vidrios de seguridad y materiales para acristalamiento de los vehículos en servicio;Orden FOM/199/2010, de 14 de julio, por la que se determinan las condiciones técnicas que deben cumplir las láminas de material plástico destinadas a ser adheridas a los vidrios de seguridad y materiales para acristalamiento de los vehículos en servicio;Orden ITC/12/2010, de 14 de julio, por la que se determinan las condiciones técnicas que deben cumplir las láminas de material plástico destinadas a ser adheridas a los vidrios de seguridad y materiales para acristalamiento de los vehículos en servicio;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Unicamente se permitirá circular con láminas adhesivas o cortinillas contra el sol en las ventanillas posteriores cuando:;C;El vehículo lleve un espejo retrovisor exterior y un espejo retrovisor interior que cumplan las especificaciones técnicas necesarias;El vehiculo lleve dos espejos retrovisores exteriores y un espejo retrovisor interior en todo caso y siempre que cumplan las especificaciones tecnicas necesarias;El vehículo lleve dos espejos retrovisores exteriores que cumplan las especificaciones técnicas necesarias;Todas las respuestas son erróneas;;;
Tema 32;Real Decreto 1428/2003, de 21 de noviembre, por el que se aprueba el Reglamento General de Circulación. Normas generales de comportamiento en la circulación. Queda prohibida, en todo caso:;C;La colocación de vidrios tintados no homologados;La colocación de vidrios coloreados no homologados;Las respuestas a) y b) son acertadas;Las respuestas a) y b) son erróneas;;;
Tema 11;Señala la respuesta correcta:;C;El Derecho Penal es un sector del ordenamiento jurídico al que le incumbe Ja tarea de la protección de los bienes vitales fundamentales del individuo y de la comunidad. Estos bienes son elevados por la protección de las normas del Derecho, a la categoría de bienes jurídicos.;Bien jurídico es todo bien, situación o relación deseados y protegidos por el Derecho. La suma de los bienes jurídicos constituye el orden social creado y protegido por el Derecho. El Derecho penal protege los bienes jurídicos mediante sus normas entendidas estas como mandatos y prohibiciones.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;Son causas de inimputabil idad para el derecho penal:;D;Las anomalías o alteraciones psíquicas.;La intoxicación plena.;La minoría de edad.;Todas las respuestas son acertadas.;;;
Tema 11;¿Cuál de las siguientes definiciones de derecho penal corresponde a Carbonell?;A;Parte del Ordenamiento Jurídico reguladora del poner punitivo del estado que, para proteger valores e intereses con relevancia constitucional, define como delitos o estados peligrosos determinadas conductas a cuya verificación asocia una pena o medida de seguridad;"Conjunto de normas del Ordenamiento jurídico que regulan el ""ius puniendi"" estatal definiendo una serie de presupuestos (delitos por una parte, estados peligrosos por otra) a los que aplican consecuencias jurídicas (penas o medidas de seguridad), con el objeto de tutelar bienes jurídicos.";Conjunto de normas jurídico-positivas, reguladoras del poder punitivo del estado que definen como delitos o estados peligrosos determinados comportamientos a los que asignan ciertas consecuencias jurídicas denominadas penas o medidas de seguridad;Todas las respuestas dadas corresponden a los autores Carbonell Mateu.;;;
Tema 11;El estudio del derecho penal diferencia entre:;A;Teorías absolutas,  relativas y mixtas.;Teorías principales y accesorias.;Teorías principales, accesorias y medidas de seguridad.;Teorías relevantes y cesantes.;;;
Tema 11;La teoría absoluta del derecho penal:;C;Establece dos tipos de prevención: prevención directa e indirecta.;Establece dos tipos de prevención: prevención general y especial.;Parte de que la pena es un mal que se impone al delincuente por el hecho de haber cometido un delito y por tanto toda pena es en esencia retribución.;Las respuestas b) y c) son acertadas.;;;
Tema 11;Para las teorías relativas del derecho penal:;A;Establece dos tipos de prevención: prevención general y especial.;Parte de que la pena es un mal que se impone al delincuente por el hecho de haber cometido un delito y por tanto toda pena es en esencia retribución.;Establece dos tipos de prevención: prevención directa e indirecta.;Las respuestas b) y c) son acertadas.;;;
Tema 11;Cuando decimos que la pena es un medio de coacción, de amenaza a la sociedad. de manera que los ciudadanos son conscientes de que deben abstenerse de delinquir si no quieren sufrir las duras consecuencias jurídicas por parte del Estado nos estamos refiriendo a la:;B;Prevención especial.;Prevención general.;Teoría absoluta.;Prevención indirecta.;;;
Tema 11;¿Cuáles son los fines que se persiguen mediante la prevención especial para los seguidores de las teorías relativas del derecho penal?;D;En las teorías relativas no se establece ningún tipo de prevención sino que se centran en la pena únicamente como castigo.;La intimidación del individuo y la reeducación de este.;La inocuación del delincuente.;Las respuestas b) y c) son acertadas.;;;
Tema 11;Las teorías m ixtas en el derecho penal pretenden:;C;Conciliar los postulados de las teorías absolutas y relativas.;Tener en cuenta tanto que la pena es en esencia retribución como que la prevención pre-delictual es necesaria para evitar la comisión del delito o para evitar que el individuo vuelva a delinquir, es decir, en un momento post-delictual ;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;La irretroactividad  de las disposiciones sancionadoras  o restrictivas de derechos individuales se encuentra recogida:;B;En el artículo 25 de la Constitución.;En el artículo 9.3 de la Constitución.;En el artículo 9.2 de la Constitución.;En el artículo 19.2 de la Constitución.;;;
Tema 11;El tiempo máximo de detención preventiva de una persona será:;D;72 horas de acuerdo con lo previsto en el artículo 17 de la Constitución Española;24 horas cuando se trate de un menor, es decir, quienes tengan m6s de 14 años y menores de 18 años cumplidos.;Ciento cuarenta y ocho horas o como cuando se trate de delitos de terrorismo o de sujetos pertenecientes a bandas armadas.;Las respuestas a) y b) son acertadas.;;;
Tema 11;¿De cuántos libros se compone el Código Penal?;C;El Código Penal no tiene libros sino títulos y capítulos.;De tres.;"De dos, es decir lo que se conoce como ""parte general y parte especial”·";De uno.;;;
Tema 11;De los siguientes artículos, diga cuál o cuáles de ellos se encuentran en la actualidad derogados:;A;309.;305.;408;Todos los artículos enunciados se encuentran en la actualidad derogados.;;;
Tema 11;La última reforma introducida en nuestro Código Penal se ha llevado a cabo mediante la ley orgánica:;B;1/2015.;43497;7/2002.;41091;;;
Tema 11;El título preliminar del Código Penal aprobado mediante Ja ley orgánica 10/1995 está compuesto por:;B;1O artículos.;9 artículos.;137 artículos.;Nuestro código penal carece de título preliminar.;;;
Tema 11;El libro I del código penal responde al título:;A;Disposiciones generales sobre los delitos, las personas responsables, las penas, medidas de seguridad y demás consecuencias de la infracción penal.;De los delitos y sus penas.;De las faltas y sus penas.;Todas las respuestas son erróneas ya que el Código Penal español carece de libros.;;;
Tema 11;Las faltas previstas en el Código Penal se encuentran reguladas:;A;Ya no se encuentran reguladas tras la aprobación de la Ley Orgánica l/2015;En el Libro l.;En el Libro III.;En el Libro IV (artículos del 617 al 639 a.i.).;;;
Tema 11;¿En cuál de los siguientes artículos inicia su contenido el Libro 1del Código Penal?;B;En el artículo 1.;En el artículo 10.;En el articulo 9.;El artículo 19.;;;
Tema 11;Señala la respuesta correcta: ;D;"""Son delitos las acciones u omisiones dolosas e imprudentes penadas por la ley"".";"""Son delitos las acciones u omisiones dolosas o imprudentes penadas por la ley''.";"""Son delitos las acciones y omisiones dolosas y imprudentes penadas por la ley"".";"""Son delitos las acciones y omisiones dolosas o imprudentes penadas por la ley"".";;;
Tema 11;El Código Penal fue aprobado mediante la Ley orgánica:;C;34243;10/ 1997.;10/ 1995.;10/ 1992.;;;
Tema 11;"La entrada del Código Penal se produjo tras un período que se conoce como ""vacatio legis"". ¿Podrías decir cuál es el plazo que constituyó dicho periodo?";B;Tres meses.;Seis meses.;20 días.;Un mes.;;;
Tema 11;Son elementos del delito:;D;La antijuricidad.;La punibilidad.;La tipicidad.;Todas las respuestas son acertadas.;;;
Tema 11;La antijuricidad podemos definirla como:;B;El conjunto de características que definen el comportamiento delictivo;Todo comportamiento que sea contrario a derecho e infrinja la norma.;Es el reproche personal que recae sobre la persona que comete el delito.;Dicho concepto no es un elemento del delito si no aplicable únicamente las faltas.;;;
Tema 11;El o los elementos objetivos de la tipicidad son;A;El sujeto activo y el sujeto pasivo.;La ausencia de causas de justificación.;El dolo y la imprudencia.;Todas las respuestas son acertadas.;;;
Tema 11;Los elementos objetivos de la tipicidad son:;D;Sujeto activo y sujeto pasivo.;Objeto material, conducta e imputación objetiva.;Dolo e imprudencia y ausencia de causas de justificación.;Las respuestas a) y b) son acertadas.;;;
Tema 11;La tipicidad se encuentra regulada para su estudio:;A;Dentro de la antijuricidad.;Dentro de la punibilidad.;Fuera de la antijuricidad.;Dentro de la culpabilidad.;;;
Tema 11;Los elementos subjetivos de la tipicidad son:;B;El Sujeto activo y el sujeto pasivo.;El dolo en los tipos dolosos y la imprudencia los tipos culposos o imprudentes.;La conducta y la imputación objetiva.;Todas las respuestas son acertadas.;;;
Tema 11;¿Cuál de las siguientes es una causa de justificación  para el derecho?;A;La legitima defensa.;La oligofrenia.;La alteración de la percepción.;Todas son causas de justificación  al derecho.;;;
Tema 11;La tipicidad puede definirse como:;A;El conjunto de características que definen el comportamiento delictivo.;El reproche personal que recae sobre la persona que comete el delito.;Todo aquello que nos encuentra regulado por el derecho.;La pena  que  se  impone  al  sujeto  activo  del  delito  y  que  corresponde  al comportamiento que ha realizado.;;;
Tema 11;El comportamiento típico de los delitos se encuentra regulado:;B;En el libro l del Código Penal.;En el libro II del Código Penal.;En el libro III del Código Penal.;En el libro I y II del Código Penal.;;;
Tema 11;Para el derecho penal la culpabilidad consiste en:;A;El reproche personal que recae sobre la persona que comete un delito.;El conjunto de características que definen el comportamiento delictivo.;La pena que se aplica a la persona que se considera culpable del delito.;Que la norma que se aplique sea contraria a derecho y el sujeto entienda su significación jurídica.;;;
Tema 11;Los elementos de la culpabilidad son:;B;Dolo e imprudencia.;Conocimiento de la antijuricidad.;Conducta.;Todas las respuestas son acertadas.;;;
Tema 11;El dolo y la imprudencia pertenecen:;A;A la tipicidad.;A la antijuricidad.;A la culpabilidad.;A la punibilidad.;;;
Tema 11;La imputabilidad en el derecho penal:;C;Consiste en la existencia en el sujeto de los requisitos psíquicos exigidos por la legislación que expresan que la persona tenía capacidad de valorar y comprender la ilicitud del hecho realizado por ella y de actuar en los términos requeridos por el ordenamiento jurídico.;Es uno de los elementos de la culpabilidad.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;Es causa de inimputabilidad:;D;El miedo insuperable.;El estado de necesidad excusante.;Las respuestas a) y b) son acertadas.;Las respuestas a) y b) son erróneas.;;;
Tema 11;La oligofrenia:;B;Es una causa de inexigibilidad.;Es una causa de inimputabilidad.;Es una causa de tipicidad.;Es una causa de culpabilidad.;;;
Tema 11;Dentro de las causas de inexigibilidad encontramos:;B;La legitima de defensa.;El miedo insuperable.;La agresión ilegítima.;Todas las respuestas son acertadas.;;;
Tema 11;"El ""dolus malus"" se caracteriza por:";B;Que actúa con dolo quien sabe y quiere realizar el hecho delictivo aun cuando desconozca que el mismo resulta antijurídico.;Que quienes comparten  esta  definición  actúa  dolosamente  quien  lo hace  con conciencia y voluntad de la realización del injusto clásico.;Ambas respuestas son acertadas.;No existe tal figura reconocida en el derecho penal.;;;
Tema 11;"Una de las diferencias existentes entre el ""dolus malus"" y el ""dolus naturalis"" consiste en que:";B;En el segundo, no basta con que el sujeto sepa que está realizando un hecho sino que es necesario que esté realizando un hecho antijurídico. Para que concurra, el sujeto debe saber y querer lo que hace, pero además, también debe saber que no debía hacerlo y que pese a todo, lo haga.;El conocimiento de la antijuricidad.;En el primer caso actúa con dolo quien sabe y quiere realizar el hecho delictivo aun cuando desconozca que el mismo resulta antijurídico.;Todas las cuestiones planteadas son diferencias sobre cada uno de los apartados.;;;
Tema 11;¿Cuál de las siguientes definiciones de derecho penal corresponde a Cobo y Vives?;C;"Parte del Ordenamiento Jurídico reguladora del poner punitivo del estado que, para proteger valores e intereses  con  relevancia  constitucional, define como delitos o estados peligrosos determinadas conductas a cuya verificación  asocia una pena o medida de seguridad"".";Conjunto de normas del Ordenamiento jurídico que regulan el ius puniendo estatal definiendo una serie de presupuestos (delitos por una parte, estados peligrosos por otra) a los que aplican consecuencias jurídicas (penas o medidas de seguridad), con el objeto de tutelar bienes jurídicos.;"Conjunto de normas jurídico-positivas, reguladoras del poder punitivo del estado que definen como delitos o estados peligrosos determinados comportamientos a los que asignan ciertas consecuencias jurídicas denominadas penas o medidas de seguridad""";Todas las respuestas dadas corresponden a los autores Cobo y Vives.;;;
Tema 11;Son causas de inimputabilidad:;D;Las psicopatías y neurosis.;La alteración en la percepción.;La intoxicación aun cuando la misma no sea plena.;Las respuestas a) y b) son acertadas.;;;
Tema 11;Para que se dé el elemento de la culpabilidad en el Derecho Penal es necesario que:;A;Se den  causas  de  imputabilidad,  exigibilidad  y  que  se  haya  actuado  con conocimiento de la antijuricidad.;Existan causas de inexigibilidad  como el  estado de necesidad  o la  legítima defensa.;Tanto el  dolo  como  la  imprudencia  forman  parte  ambos  de los  elementos subjetivos de la culpabilidad.;Todas las respuestas son acertadas.;;;
